title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
ECB urges banks to brace quickly for AI-assisted cyberattacks,"""We need to be able to deal with ​ever more capable future models that ‌could be released in relatively ​quick succession,"" he said.","Statement discusses AI model capabilities, lacking any macroeconomic content or systemic economic transmission.",0.0,0.0,0.0,0.0,0.0,0.0
ECB urges banks to brace quickly for AI-assisted cyberattacks,"(Reporting by Ludwig Burger and Reinhard Becker, Editing by Linda Pasquini)",The text is a journalistic byline with zero macroeconomic content or directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","ISKANDAR PUTERI: Germany is looking to deepen its economic footprint in Johor, with about 70 German business representatives set to explore opportunities in the Johor-Singapore Special Economic Zone (JS-SEZ).",German investment delegation exploring a special economic zone signals expanding cross-border trade and foreign direct investment.,0.0,0.0,1.0,0.0,0.0,1.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ",Germany’s ambassador to Malaysia Silke Riecken-Daer said the high-level “Team Germany” delegation was in Johor to strengthen cross-border cooperation and explore new investment opportunities in the rapidly developing economic zone.,High-level delegation signals strengthening cross-border investment flows and regional economic cooperation.,0.0,0.0,1.0,0.0,0.0,1.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“We came here together in the true spirit of a cross-border trip to Johor,” she said after a meeting with Johor investment, trade, consumer affairs and human resources committee chairman Lee Ting Han at Bangunan Dato Jaafar Muhammad in Kota Iskandar here on Wednesday (May 13).",Routine political visit description lacks any directional systemic economic signals or data points.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","The delegation included representatives from the German embassy in Singapore, the Malaysian-German Chamber of Commerce and Industry (MGCC), the Singaporean-German Chamber of Commerce (GCS), Germany Trade and Invest (GTAI) and 55 German companies based in Malaysia and Singapore.","The text contains no macroeconomic data or directional movement, only listing delegation participants.",0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","Riecken-Daer said the delegation also appreciated the presence of Johor Mentri Besar Datuk Onn Hafiz Ghazi, who joined part of the discussion.",The sentence describes a diplomatic courtesy with no macroeconomic data or directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“We just had a very interesting initial discussion with Lee and his team, and also the Mentri Besar found the time to join us for part of the meeting, which is very much appreciated,” she said.",This is a purely social/political courtesy statement with zero macroeconomic content or directional signal.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","Riecken-Daer said Germany already has a strong investment presence in Malaysia, with around 750 German companies operating nationwide.",Static statement of existing foreign investment presence with no directional economic transmission.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","She said about 90 German companies are currently based in Johor, mainly in advanced manufacturing and industrial sectors.",Static description of existing foreign industrial presence with no directional macro shift.,0.0,0.0,3.0,0.0,0.0,3.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“We do feel that there is potential for further growth in that respect,” she said.",Vague forward-looking statement provides no specific macro-economic data point or dimension.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","Riecken-Daer noted that German firms, especially those already operating in Singapore, were showing increasing interest in expanding into Johor through the JS-SEZ initiative.",Isolated corporate interest in a special economic zone lacks systemic macro directional signals for any domain.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“We do observe a sense of dynamics here in the special economic zone, which you have designed.","Vague qualitative observation of dynamics in a special economic zone, lacking any directional macroeconomic impact or data.",0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“We see a lot of cross-border interest from our many companies who are based in Singapore and a lot of strategic interest in expanding operations to Johor,” she said.",Cross-border corporate interest and strategic expansion plans signal positive regional economic integration and foreign direct investment momentum.,0.0,0.0,1.0,0.0,0.0,1.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","She described Johor as an attractive investment destination due to its strategic location, maritime access, availability of land and a skilled multilingual workforce.",Regional investment promotion lacks national macro systemic signals across all core domains.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“I remember standing in the boardroom overlooking the Straits, seeing the vastness of Johor, while also viewing across Singapore and even Indonesia on the horizon.",The sentence is a scenic recollection with no macroeconomic data or directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“So that is very impressive,” she said.",Vague praise without any macroeconomic domain or systemic indicators present.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ",Riecken-Daer said current global uncertainties and supply chain disruptions were prompting German companies to diversify investments and strengthen partnerships in Southeast Asia.,Supply chain disruptions and global uncertainties directly strain external trade balance and logistics.,0.0,0.0,3.0,0.0,0.0,2.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“As a trading nation and a middle-class power, we really have an interest in diversifying our supply chains, forging new partnerships and investment opportunities.",Diversifying supply chains and forging new partnerships structurally reduces external trade vulnerability and expands investment capacity.,0.0,0.0,1.0,0.0,0.0,1.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“I think Johor is a very good candidate for that,” she said.","Sentence contains no macroeconomic signals or directional data; it is a vague, incomplete statement.",0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","Meanwhile, Lee said most German companies currently operating in Johor are involved in advanced manufacturing, chemical industries and logistics.",Statement is purely descriptive with no directional macro signals or systemic economic movement.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ",He added that Johor was keen to strengthen cooperation with Germany in talent development and technical education.,Subnational talent cooperation agreements do not alter systemic national macroeconomic aggregates.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“We are aware that Germany is very strong in technical and vocational education,” he said.","Sentence discusses education quality, which has no direct macro-economic signal.",0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","Lee said Johor already has existing collaboration with German partners through the Johor Skills Development Centre, particularly in the oil and gas sector.",Sentence describes a static regional skills partnership without any directional macro economic shift.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","However, he said the state hoped to expand cooperation into other high-value industries.",Statement lacks specific macroeconomic data or directional policy signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“Advanced manufacturing, automation, electric vehicles and the automotive industry are areas where Germany is very strong.",Static description of sectoral strengths without any directional macroeconomic change or policy impact.,0.0,0.0,0.0,0.0,0.0,0.0
"Germany eyes deeper economic footprint in Johor, 70 business reps visit JS-SEZ","“We can continue discussions to establish further cooperation,” he added.",No macroeconomic data or directional signal is present; statement is purely procedural.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","SINGAPORE: Asian stocks found their footing after an initial selloff on Wednesday, helped by a turnaround in Korean shares as revived AI optimism dwarfed concerns about stalled talks between Washington and Tehran and hotter-than-expected U.S. inflation.","This sentence describes short-term equity market fluctuations, not systemic macro-economic directional shifts.",0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom",MSCI's broadest index of Asia-Pacific shares outside Japan was up 0.3% after rebounding from an earlier decline of as much as 1%.,Equity index volatility reflects neutral financial market price discovery without structural systemic shift.,3.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","Japan's Nikkei 225 rose 0.8%, while S&P 500 e-mini futures tacked on 0.2%.",Equity index fluctuations alone do not signal a systemic macro shift in the specified evaluation domains.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom",Korean shares fell as much as 3.2% on news Samsung Electronics had failed to reach a pay deal with its union before rebounding 2.6% to a record close on reports the government was seeking to manage the situation.,Sharp equity market fluctuations driven by labor dispute indicate elevated systemic financial risk.,2.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","The Korean market has been on a tear in recent weeks, breaching records regularly on an AI-led rally that some traders say was ripe for a pullback.",Stock market rally without direct macro domain linkage requires abstention across all categories.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","""Robust AI-led exports by South Korea - and to a lesser extent, Japan, Singapore and Malaysia - are buffering the energy price shock,"" analysts from Nomura wrote in a research report.","Strong AI-driven Asian exports offset external energy cost pressures, supporting aggregate trade and activity.",0.0,2.0,1.0,0.0,0.0,1.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","The conflict in the Middle East remained in a stalemate, as U.S. President Donald Trump said on Tuesday he does not think he will need China's help to end the war with Iran, ahead of his meeting with President Xi Jinping later this week.",Geopolitical stalemate and diplomatic comment provide no direct macroeconomic signal.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","""The U.S.-China summit could trigger moderate index upside if the truce extends,"" Morgan Stanley said in a research note, lifting its price targets on several Chinese benchmarks.",Anticipated U.S.-China trade truce reduces systemic external trade friction and bolsters cross-border asset market sentiment.,0.0,0.0,0.0,0.0,0.0,1.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","It noted improved earnings, growing supply chain dominance and a stronger yuan.",A stronger yuan reduces import costs while growing supply dominance improves external trade balance.,0.0,1.0,1.0,0.0,0.0,1.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom",The bank also upgraded its recommendation on developed market equities to overweight.,Investment recommendation upgrade for equities is a micro-level commercial bank advisory action without systemic macro implications.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","""Uncertainties driven by the conflict in the Middle East drive a wider-than-average range of return outcomes, but the micro and macro fundamentals are largely supportive,"" the bank added.","Conflict-induced financial volatility signals systemic risk, while supportive macro fundamentals indicate resilient real activity.",2.0,0.0,1.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","""AI and capex related to AI will remain pertinent across asset classes and regions.""",AI capex relevance lacks directional economic momentum or systemic macro signal.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom",Other investors expressed scepticism that Trump and Xi's meeting would lead to significantly improved relations.,Investor skepticism regarding diplomatic progress implies no expected easing of trade barriers.,0.0,0.0,0.0,0.0,0.0,3.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","""We’ve seen this movie before, and we know it doesn’t end with a breakthrough agreement that resets the U.S.-China relationship,"" said Phillip Wool, chief research officer and head of portfolio management at Rayliant Investment Research.",Skepticism toward U.S.-China trade reset indicates persistent bilateral friction and external sector headwinds.,0.0,0.0,0.0,0.0,0.0,2.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","""That creates a pretty low bar for success: As long as Trump and Xi can get along and the trade detente continues, that should be enough to count this meeting as a win for both sides.""",Continued trade detente between major economies eases cross-border friction and supports aggregate trade flows.,0.0,0.0,1.0,0.0,0.0,1.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","Brent crude was down 1.4% at $106.32, snapping a three-day rally.",Crude oil price decline eases global import costs and operational input price pressures across energy-dependent supply chains.,0.0,1.0,0.0,0.0,0.0,1.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","Oil prices have held at or above $100 a barrel since late February, when U.S. and Israeli strikes on Iran and Tehran's effective closure of the Strait of Hormuz rattled supply.",Supply disruption from Strait of Hormuz closure drives elevated oil prices and systemic cost-push inflation.,0.0,2.0,2.0,0.0,0.0,2.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","In Seoul, Samsung Electronics shares plunged as much as 6.1% after the electronics behemoth failed to reach a pay deal with its South Korean labour union on Wednesday, setting the stage for more than 50,000 workers to go ahead with a full strike.","This is a micro-level single-entity labor dispute and stock movement, not a systemic macro indicator.",0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","However, the stock later rose 1.8% after South Korean Prime Minister Kim Min-seok said the government would support talks to prevent a strike ""under any circumstances,"" Yonhap News Agency reported.",Government commitment to prevent a strike avoids labor disruption and supports production stability.,0.0,0.0,1.0,1.0,1.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","Stocks on Wall Street fell on Tuesday, with the S&P 500 0.2% lower and the Nasdaq Composite down 0.7% after U.S. consumer inflation increased by the most in three years in April, raising the risk the Federal Reserve will be forced to raise rates earlier than expected.","Spiking consumer inflation pressures force market expectations of earlier Fed tightening, signaling systemic monetary stress.",2.0,2.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","Markets have largely priced out any chance of a rate cut from the Fed this year, while expectations for a hike of at least 25 basis points at the December meeting have risen to over 35% from below 22% earlier in the week, according to CME's FedWatch Tool.",Rising probability of a Fed rate hike signals tightening monetary conditions and increased borrowing costs.,2.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","The yield on the U.S. 10-year Treasury bond was down 1.0 basis points at 4.459%, edging back after hitting the highest level since July.",A marginal decline in benchmark yields from a prior peak represents baseline market fluctuation without strong directional momentum.,3.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","The U.S. dollar index, which measures the greenback's strength against a basket of six major peers, held steady at 98.369, on track for its third consecutive day of gains.",U.S. dollar index steady with minor gains indicates neutral external sector tracking without systemic shock.,0.0,0.0,0.0,0.0,0.0,3.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","Against the yen, the dollar traded 0.1% firmer at 157.73 after the Japanese currency briefly spiked Tuesday on ""rate check"" speculation, often seen as a precursor to intervention.",Minor currency fluctuation with intervention speculation indicates no strong directional macro stress.,0.0,0.0,0.0,0.0,0.0,3.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom",Markets are on edge for any action by Tokyo after sources said authorities had intervened in the past two weeks to arrest the yen's decline.,"Yen depreciation signals external sector imbalance and market anxiety, requiring central bank intervention indicating systemic monetary strain.",2.0,0.0,0.0,0.0,0.0,2.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","In early European trades, pan-region futures were up 0.9%, German DAX futures rose 0.8% and FTSE futures gained 0.6%.",Rising equity futures are financial asset price movements without direct macro systemic linkage.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia stocks turn green as AI cheer trumps Iran, inflation gloom","Elsewhere, gold was down 0.1% at $4,708.24, while bitcoin was up 0.5% at $81,110.13 and ether nudged up 0.8% to $2,301.66.",Negligible asset price ticks across isolated instruments present no directional macro systemic signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","SEOUL: Samsung Electronics is edging closer to a possible full-scale strike, as its largest union presses ahead with an 18-day walkout plan that could disrupt production at the heart of Korea’s chip industry.",A prolonged semiconductor strike would severely disrupt national industrial output and export supply chains.,0.0,0.0,2.0,2.0,0.0,2.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",The risk became more immediate after last-ditch talks mediated by the National Labour Relations Commission ended without a breakthrough early Wednesday (May 13).,"Failed mediation increases risk of systemic labor disruptions, contracting employment and consumption.",0.0,0.0,0.0,2.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","The union has fixed both the timing and duration of the strike, leaving little room for a quick compromise unless either side makes a major concession.",A fixed national strike schedule guarantees broad operational shutdown and labor supply contraction.,0.0,0.0,2.0,2.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",At issue is the union’s demand to institutionalize a performance bonus equivalent to 15 per cent of operating profit and remove the current bonus cap.,Isolated micro-level union wage dispute lacks systemic national labor market or aggregate consumption signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",The dispute has drawn attention at home and abroad because of Samsung’s weight as the world’s largest memory chipmaker.,No explicit directional macro signal; a company-specific dispute draws attention without systemic impact.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",The company sits at the centre of Korea’s export engine and the global AI chip supply chain.,"Statement describes a single firm's position, not a systemic macro variable.",0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Any prolonged walkout could have consequences for production, exports, investor sentiment and the company’s supplier network.","A prolonged company walkout threatens production output, export volumes, investor confidence, and supply chain stability.",2.0,0.0,2.0,0.0,0.0,2.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",JPMorgan also warned in a recent report that a prolonged strike could weigh on Samsung’s annual operating profit.,"Strike at a single company is a micro-level event, not a systemic macro indicator.",0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Semiconductor fabs run around the clock, and even limited disruptions can affect production schedules.","High semiconductor capacity signals robust manufacturing, but dependency exposes output to potential supply shocks.",0.0,0.0,3.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",Uncertainty over high-bandwidth memory and other AI-related chips could also weigh on delivery timelines and customer confidence.,Global chip supply uncertainty strains industrial output and external trade delivery vectors.,0.0,0.0,2.0,0.0,0.0,2.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Song Heon-jae, an economics professor at the University of Seoul, said a shutdown of production lines could cost “tens of billions of won, or tens of millions of dollars, per minute,” and as much as one trillion won (US$670 million) per day.",Potential shutdown of production lines indicates severe systemic industrial output disruption and economic loss.,0.0,0.0,2.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",Industry watchers have estimated direct damage from a full-scale strike at 20 trillion won to 30 trillion won.,"A full-scale strike directly disrupts labor supply and aggregate output, causing systemic economic damage.",0.0,0.0,2.0,2.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","That has brought emergency arbitration, one of the government’s strongest labour dispute tools, into focus.",Highlighting a government labor dispute tool without indicating expansion or contraction.,0.0,0.0,0.0,3.0,3.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Under Korea’s labour law, the Labour Minister can invoke emergency arbitration when a strike is deemed likely to endanger public life or seriously harm the national economy.","Describes static legal provision without any actual strike or policy shift, thus no macro vector.",0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Once invoked, the union must stop industrial action and is barred from striking for up to 30 days while labour authorities proceed with mediation or arbitration.",Mandating cessation of industrial strikes stabilizes production continuity and labor market equilibrium.,0.0,0.0,1.0,1.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","The measure has been used only four times in Korea: during a 1969 strike at The Korea Shipbuilding Corp., now HJ Shipbuilding and Construction; a 1993 strike at Hyundai Motor; and strikes by the pilots’ unions of Asiana Airlines and Korean Air in 2005.",Historical reference to past strikes carries no current systemic macro directional signal.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","For the government, the choice is politically and legally delicate.",No directional economic data or policy action is present in this vague political statement.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","A Samsung strike could carry national economic risks, but emergency arbitration is an exceptional tool that limits workers’ right to collective action.",Threat of major industrial strike raises risk of production disruption and negative labor market shock.,0.0,0.0,2.0,2.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Deputy Prime Minister and Finance Minister Koo Yun-cheol wrote on X that “a strike must not happen under any circumstances,” while Labour Minister Kim Young-hoon said the government would do its utmost to arrange further talks before the dispute leads to a strike.",Government intervention to avert a strike stabilizes labor supply and supports aggregate economic activity.,0.0,0.0,1.0,1.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",Legal and labour experts offered sharply different views on whether the government should invoke emergency arbitration.,Debate among experts on potential policy action provides no directional macroeconomic data point.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Park Ji-soon, a professor at Korea University School of Law, said a fixed bonus tied to operating profit is “highly unusual,” adding, “A general strike at Samsung Electronics would have an enormous impact on the national economy.","Anticipated general strike at major electronics exporter threatens industrial output, labor stability, and export trade balances.",0.0,0.0,2.0,2.0,0.0,2.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","The government needs to consider invoking emergency arbitration as a last line of defence.” Jung Heung-jun, a professor at Seoul National University of Science and Technology, disagreed, saying emergency arbitration should only be used in exceptional cases.",Debate on emergency arbitration lacks any systemic macro economic signal or directional movement.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","“It is difficult to regard the Samsung union’s strike as illegal at this point, so applying emergency arbitration would not be appropriate,” Jung said.",Isolated firm-level labor dispute without aggregate national economic signal or directional momentum.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",A court ruling due before the planned walkout could also shape the union’s room for action.,Micro-level union action and court ruling with no systemic impact on national labor aggregates or macro consumption.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea",The Suwon District Court is reviewing Samsung’s request for an injunction against what the company calls unlawful industrial action.,Micro-level corporate legal dispute with no systemic macroeconomic transmission channel.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","If the court accepts part of the request, the union could face limits on how it conducts the strike or holds rallies at worksites.",Conditional legal restriction on a single union strike is an isolated micro-labor event without systemic macroeconomic breadth.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","If the request is rejected, the union could gain further momentum before May 21.",Conditional union momentum is an isolated micro-labor event without clear systemic macroeconomic impact.,0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","The court could issue its decision as early as Thursday, and no later than May 20, a day before the planned walkout.","The text only states a timeline for a court decision and a planned walkout, lacking any macro-economic directional information.",0.0,0.0,0.0,0.0,0.0,0.0
"Looming Samsung Electronics walkout raises economic, political stakes in South Korea","Samsung union chief Choi Seung-ho said, “Even if part of the injunction is accepted, there will be no problem with the strike itself.” He also said emergency arbitration would “only delay the strike a little” and give the union “more time to prepare.” - The Korea Herald/ANN",Describes an isolated corporate labor dispute without systemic national macro aggregate impact.,0.0,0.0,0.0,0.0,0.0,0.0
"Thai economy faces heightened risks, needs coordinated policy mix, central bank minutes show","BANGKOK: Thailand's economic growth outlook is facing heightening risks from the impacts of the Middle East war, requiring a coordinated policy mix, the minutes of the central bank's April 29 policy meeting showed on Wednesday (May 13).",Heightening risks from geopolitical conflict strain growth outlook and external balance.,2.0,0.0,2.0,0.0,0.0,2.0
"Thai economy faces heightened risks, needs coordinated policy mix, central bank minutes show","At the meeting, the monetary policy committee unanimously voted to keep the one-day repurchase rate unchanged at one per cent as it assessed the impact of higher oil prices driven by the conflict in the Middle East.",Geopolitical oil price surge triggers cost-push inflation and external trade friction while monetary policy stays flat.,3.0,2.0,0.0,0.0,0.0,2.0
"Thai economy faces heightened risks, needs coordinated policy mix, central bank minutes show","Last week, Governor Vitai Ratanakorn revised growth forecasts to 2.1 per cent this year and 1.6 per cent for next, from 1.5 per cent and 2.0 per cent previously at the policy review.","Central bank revises GDP forecasts upward for current year but downward for next, signal is balanced and conflicting.",0.0,0.0,3.0,0.0,0.0,0.0
"Thai economy faces heightened risks, needs coordinated policy mix, central bank minutes show","South-East Asia's second-largest economy, which has lagged regional peers since the pandemic, expanded 2.4 per cent last year.",Economic expansion of 2.4% indicates positive national output growth despite prior lagging performance.,0.0,0.0,1.0,0.0,0.0,0.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","SINGAPORE: Stocks started the Asian session on the back foot on Wednesday, with talks between Washington and Tehran at a standstill as hotter-than-expected U.S. inflation underscored the growing economic toll of the Middle East conflict.",Hot US inflation and stalled US-Iran talks amplify energy cost shocks and economic contraction risks.,0.0,2.0,2.0,0.0,0.0,2.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","MSCI's broadest index of Asia-Pacific shares outside Japan slipped 0.6%, down for a second day as Korean shares fell as much as 3.2% before rebounding.",Declining Asia-Pacific equity index with sharp rebound indicates rising systemic financial market volatility.,2.0,0.0,0.0,0.0,0.0,0.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","Japan's Nikkei 225 was down 0.2%, while S&P 500 e-mini futures nudged 0.1% lower.",Minor daily index fluctuations do not indicate any directional macro shift.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","""A hotter-than-expected inflation report and persistent geopolitical tensions reminded investors that sticky prices and elevated energy costs are not going away anytime soon,"" said Tony Sycamore, market analyst at IG in Sydney.",Persistent inflation and elevated energy costs from geopolitical tensions strain price stability and operational margins.,0.0,2.0,2.0,0.0,0.0,2.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","The conflict in the Middle East remained in a stalemate, as U.S. President Donald Trump said on Tuesday he does not think he will need China's help to end the war with Iran, ahead of his meeting with Chinese President Xi Jinping later this week.",Sentence discusses geopolitical stalemate and diplomatic remarks without any macroeconomic data or policy signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","""That creates a pretty low bar for success: As long as Trump and Xi can get along and the trade détente continues, that should be enough to count this meeting as a win for both sides.""",Continued trade détente between major economies reduces external trade barriers and supports supply chain stability.,0.0,0.0,1.0,0.0,0.0,1.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh",Brent crude slipped 0.6% to $107.13.,A single-day decline in crude oil futures offers a marginal easing of input cost pressures but remains an elevated price level.,0.0,3.0,0.0,0.0,0.0,3.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","In Seoul, Samsung Electronics shares plunged 5.7% after the electronics behemoth failed to reach a pay deal with its South Korean labour union on Wednesday, setting the stage for more than 50,000 workers to go ahead with a full strike that threatens to disrupt production of AI and other chips.",A single-firm labor dispute and share price drop do not reflect systemic national macro indicators.,0.0,0.0,0.0,0.0,0.0,0.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","Stocks on Wall Street fell overnight, with the S&P 500 0.2% lower and the Nasdaq Composite down 0.7% after U.S. consumer inflation increased by the most in three years in April, raising the risk the Federal Reserve will be forced to raise rates earlier than expected.",Accelerating consumer price growth forces the central bank into an earlier monetary tightening cycle.,2.0,2.0,0.0,0.0,0.0,0.0
"Asia markets falter as hot US inflation, shaky Iran ceasefire weigh","The yield on the U.S. 10-year Treasury bond was unchanged at 4.469%, the highest level since July.","Benchmark yields remained unchanged at an elevated historical level, indicating flat financial conditions with no new directional pressure.",3.0,0.0,0.0,0.0,0.0,0.0
